Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:19	m4p1		rc://*/ta/man/translate/figs-irony	ה֣וּא יוֹרֶ֔ה	1	The author actually means to communicate the opposite of the literal meaning of what he is saying here. **It teaches** is said about an idol that cannot speak, making the statement ironic. If a speaker of your language would not use irony for this purpose, you could state the meaning plainly. Alternate translation: [It cannot teach anything!]
2:19	tubn		rc://*/ta/man/translate/figs-metaphor	הִנֵּה	1	The author is using the term **Behold** to focus his listeners’ attention on what he is about to say. Your language may have a comparable expression that you can use here. Alternate translation: [Pay attention] or [Observe]
2:19	i2js		rc://*/ta/man/translate/figs-activepassive	ה֗וּא תָּפוּשׂ֙ זָהָ֣ב וָ⁠כֶ֔סֶף	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [its maker has overlaid it with gold and silver]
2:19	cq5x		rc://*/ta/man/translate/figs-metonymy	וְ⁠כָל־ר֖וּחַ אֵ֥ין בְּ⁠קִרְבּֽ⁠וֹ	1	Here, **breath** represents life. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [but there is not any life within it]
2:20	mhi5		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠הֵיכַ֣ל קָדְשׁ֑⁠וֹ	1	If your language does not use an abstract noun for the idea of **holiness**, you could express the same idea in another way. Alternate translation: [the temple that is set apart for him]
2:20	heu5		rc://*/ta/man/translate/figs-possession	בְּ⁠הֵיכַ֣ל קָדְשׁ֑⁠וֹ	1	The author is using the possessive form to describe the **temple** that belongs to Yahweh and is characterized by **holiness**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [is in the temple where he dwells in holiness]
2:20	ka3x		rc://*/ta/man/translate/figs-exclamations	הַ֥ס מִ⁠פָּנָ֖י⁠ו כָּל־הָ⁠אָֽרֶץ	1	The word **Hush** here communicates a command for reverent silence. If a speaker of your language would not express this as an exclamation, you could express the same idea in another way. Alternate translation: [Let all the earth be silent from his face]
2:20	ptu8		rc://*/ta/man/translate/figs-metonymy	כָּל־הָ⁠אָֽרֶץ	1	Here, **all the earth** represents all the people living on the earth. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [everyone everywhere]
2:20	zqus		rc://*/ta/man/translate/figs-metonymy	מִ⁠פָּנָ֖י⁠ו	1	Here, **his face** represents the presence of Yahweh. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [from his presence] or [before him]
3:intro	dtwb				0	# Habakkuk 3 Chapter Introduction\n\n## Structure and Formatting\n\nThis chapter is a prayer-psalm (verse 1) describing a theophany, Yahweh’s appearance as a divine warrior. It includes a superscription (verse 1), a liturgical colophon or ending statement (end of verse 19), and three Selah markers, indicating it was used in temple worship.\n\n## Religious and Cultural Concepts in This Chapter\n\n### Theophany\n\nVerses 3-15 describe God coming from Teman with cosmic power, shaking mountains, splitting rivers, and commanding the sun and moon. These images draw on the tradition of Yahweh’s actions at the Red Sea.\n\n### From Terror to Trust\n\nThe chapter pivots at verse 16: Habakkuk trembles with fear at God’s power, yet resolves to wait quietly and rejoice even when all provision fails (verses 17-19).
3:1	s3ri		rc://*/ta/man/translate/translate-transliterate	שִׁגְיֹנֽוֹת	1	The word **shigyonoth** is from the original language. You will need to decide if you will use this word in its original-language form or if you will instead translate the meaning into your language. Either approach has broad support. The meaning of the word is uncertain, but it may refer to a type of passionate or emotional song. If you use the original-language word, you could spell it the way it sounds in your language and then put the translation in a footnote.
3:2	nhrb		rc://*/ta/man/translate/figs-metonymy	שִׁמְעֲ⁠ךָ֮	1	Here, **your report** represents the mighty deeds that people have reported about Yahweh. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the report of your mighty deeds]
3:2	diqf		rc://*/ta/man/translate/figs-abstractnouns	פָּֽעָלְ⁠ךָ֙	1	If your language does not use an abstract noun for the idea of **work**, you could express the same idea in another way. Alternate translation: [what you have done]
3:2	vwep		rc://*/ta/man/translate/figs-idiom	בְּ⁠קֶ֤רֶב שָׁנִים֙	1	Habakkuk is using **In the midst of the years** as a common expression of the culture to mean “In our own time” or “In the present era.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [In our own time]
3:2	jk1b		rc://*/ta/man/translate/writing-pronouns	חַיֵּ֔י⁠הוּ	1	The pronoun **it** refers to Yahweh’s work mentioned earlier in the verse. It may be helpful to clarify this for your readers. Alternate translation: [revive your work]
3:2	v3dx		rc://*/ta/man/translate/figs-imperative	חַיֵּ֔י⁠הוּ	1	This is an imperative, but it communicates a polite request rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [please revive it]
3:2	uuz9		rc://*/ta/man/translate/figs-imperative	תּוֹדִ֑יעַ	1	This is an imperative, but it communicates a polite request rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [please make it known]
3:2	gbsh		rc://*/ta/man/translate/grammar-connect-logic-contrast	בְּ⁠רֹ֖גֶז רַחֵ֥ם תִּזְכּֽוֹר	1	Habakkuk uses the phrase **In wrath, remember compassion** to indicate a contrast between **wrath** and **compassion**. The implicit meaning is “even in wrath.” In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [Even in your wrath, remember compassion]
3:2	alu2		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠רֹ֖גֶז	1	If your language does not use an abstract noun for the idea of **wrath**, you could express the same idea in another way. Alternate translation: [In your wrathful condition]
3:2	gjk0		rc://*/ta/man/translate/figs-imperative	רַחֵ֥ם תִּזְכּֽוֹר	1	This is an imperative, but it communicates a polite request rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [please remember compassion]
3:2	sj5z		rc://*/ta/man/translate/figs-abstractnouns	רַחֵ֥ם	1	If your language does not use an abstract noun for the idea of **compassion**, you could express the same idea in another way. Alternate translation: [to be merciful]
3:2	hn8a		rc://*/ta/man/translate/figs-parallelism	בְּ⁠קֶ֤רֶב שָׁנִים֙ חַיֵּ֔י⁠הוּ בְּ⁠קֶ֥רֶב שָׁנִ֖ים תּוֹדִ֑יעַ	1	See how your translation team has decided to represent pairs of clauses in Hebrew poetry that mean basically the same thing. Alternate translation: [In our own time, renew your work and make it known]
3:3	yug5		rc://*/ta/man/translate/figs-parallelism	אֱל֨וֹהַ֙ מִ⁠תֵּימָ֣ן יָב֔וֹא וְ⁠קָד֥וֹשׁ מֵֽ⁠הַר־פָּארָ֖ן	1	See how your translation team has decided to represent pairs of clauses in Hebrew poetry that mean basically the same thing. Alternate translation: [God, the Holy One, came from the desert region south of Israel]
3:3	f4rx		rc://*/ta/man/translate/translate-names	מִ⁠תֵּימָ֣ן	1	The word **Teman** is the name of a region in Edom, south of Israel.
3:3	jh5x		rc://*/ta/man/translate/figs-ellipsis	וְ⁠קָד֥וֹשׁ מֵֽ⁠הַר־פָּארָ֖ן	1	Habakkuk is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and the Holy One traveled from Mount Paran]
3:3	t2bz		rc://*/ta/man/translate/translate-names	מֵֽ⁠הַר־פָּארָ֖ן	1	The term **Mount Paran** is the name of a mountainous region south of Edom, possibly the southern portion of the Sinai Peninsula.
3:3	jdud		rc://*/ta/man/translate/figs-metaphor	כִּסָּ֤ה שָׁמַ֨יִם֙ הוֹד֔⁠וֹ	1	Habakkuk is speaking of God’s **splendor** as if it were a blanket that could **cover** the heavens. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He spread his splendor across the heavens]
3:3	ap0z		rc://*/ta/man/translate/figs-metaphor	וּ⁠תְהִלָּת֖⁠וֹ מָלְאָ֥ה הָ⁠אָֽרֶץ	1	Habakkuk is speaking of God’s **praise** as if the earth were a vessel that his praise could **fill**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and people throughout the earth praised him]
3:4	b5gp		rc://*/ta/man/translate/figs-abstractnouns	וְ⁠נֹ֨גַהּ֙ כָּ⁠א֣וֹר תִּֽהְיֶ֔ה	1	If your language does not use an abstract noun for the idea of **brightness**, you could express the same idea in another way. Alternate translation: [And he shone as brightly as the light]
3:4	qack		rc://*/ta/man/translate/figs-simile	וְ⁠נֹ֨גַהּ֙ כָּ⁠א֣וֹר תִּֽהְיֶ֔ה	1	The point of this comparison is that just as **the light** is intensely radiant, so was God’s **brightness**. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [And his brightness was intensely radiant]
3:4	sf64		rc://*/ta/man/translate/figs-metonymy	מִ⁠יָּד֖⁠וֹ	1	Here, **his hand** represents his power or his side. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [from his side]
3:4	tgc7		rc://*/ta/man/translate/writing-pronouns	ל֑⁠וֹ	1	The pronoun **his** refers to God. It may be helpful to clarify this for your readers. Alternate translation: [God’s]
3:4	p38v		rc://*/ta/man/translate/figs-abstractnouns	וְ⁠שָׁ֖ם חֶבְי֥וֹן עֻזֹּֽ⁠ה	1	If your language does not use abstract nouns for the ideas of **hiding** and **strength**, you could express the same ideas in other ways. Alternate translation: [and there he hid how strong he is]
3:5	p986		rc://*/ta/man/translate/figs-metonymy	לְ⁠פָנָ֖י⁠ו	1	Here, **face** represents the presence of God. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [In his presence]
3:5	ei98		rc://*/ta/man/translate/writing-pronouns	לְ⁠פָנָ֖י⁠ו	1	The pronoun **his** refers to God, who is described in the previous verses. It may be helpful to clarify this for your readers. Alternate translation: [Before God’s face]
3:5	mogk		rc://*/ta/man/translate/figs-personification	יֵ֣לֶךְ דָּ֑בֶר	1	The author is speaking of **plague** as if it were a living thing that could walk. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [God sent plague]
3:5	rz6e		rc://*/ta/man/translate/figs-personification	וְ⁠יֵצֵ֥א רֶ֖שֶׁף	1	The author is speaking of **fiery bolts** as if they were a living thing that could go out. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and God sent out fiery bolts]
3:5	sw12			רֶ֖שֶׁף	1	The word translated as **fiery bolts** can refer to different things. This could mean: (1) a burning fever or disease. Alternate translation: [a burning fever] or (2) flaming projectiles or burning coals, describing God’s destructive power against his enemies. Alternate translation: [burning coals went out at his feet] or (3) lightning bolts. Alternate translation: [lightning bolts]
3:6	s5ki		rc://*/ta/man/translate/translate-alternativereadings	וַ⁠יְמֹ֣דֶד	1	The word translated as **measured** is understood in two different ways by Bible scholars. This could mean: (1) God measured out the earth, surveying its full extent. Alternate translation: [he measured the earth] or (2) God shook the earth. Alternate translation: [he shook the earth]
3:6	azmo		rc://*/ta/man/translate/figs-parallelism	וַ⁠יִּתְפֹּֽצְצוּ֙ הַרְרֵי־עַ֔ד שַׁח֖וּ גִּבְע֣וֹת עוֹלָ֑ם	1	See how your translation team has decided to represent pairs of clauses in Hebrew poetry that mean basically the same thing. Alternate translation: [The most ancient mountains crumbled]
3:6	gp9k		rc://*/ta/man/translate/figs-activepassive	וַ⁠יִּתְפֹּֽצְצוּ֙ הַרְרֵי־עַ֔ד	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [God shattered the eternal mountains]
3:6	tcb6		rc://*/ta/man/translate/figs-metaphor	הֲלִיכ֥וֹת עוֹלָ֖ם לֽ⁠וֹ	1	The author is speaking of God’s **goings** as if God’s ways of acting were physical journeys. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [His ways are everlasting]
3:7	ql86		rc://*/ta/man/translate/figs-abstractnouns	תַּ֣חַת אָ֔וֶן	1	If your language does not use an abstract noun for the idea of **trouble**, you could express the same idea in another way. Alternate translation: [While they suffered]
3:7	o0fi		rc://*/ta/man/translate/figs-metonymy	אָהֳלֵ֣י כוּשָׁ֑ן	1	The author is using **the tents of Cushan** to represent the people who live in them. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the people of Cushan]
3:7	i5qr		rc://*/ta/man/translate/translate-names	כוּשָׁ֑ן	1	The word **Cushan** is the name of a people group or region. It may be related to Cush (Ethiopia).
3:7	jlor		rc://*/ta/man/translate/figs-metonymy	יְרִיע֖וֹת אֶ֥רֶץ מִדְיָֽן	1	The author is using **the curtains of the land of Midian** to represent the people who live in the tents. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the people of the land of Midian]
3:7	e7km		rc://*/ta/man/translate/translate-names	מִדְיָֽן	1	The word **Midian** is the name of a place in southern Saudi Arabia. That name came from Midian, a son of Abraham born to Katurah.
3:8	nlg8		rc://*/ta/man/translate/figs-123person	הֲ⁠בִ⁠נְהָרִים֙ חָרָ֣ה יְהוָ֔ה אִ֤ם בַּ⁠נְּהָרִים֙ אַפֶּ֔⁠ךָ	1	The author refers to God in the third person as **Yahweh** in the first phrase and then shifts to the second person **your** in the next phrase. If this would be confusing in your language, you could use the second person throughout. Alternate translation: [Was it against the rivers that you burned? Or was your anger against the rivers?]
3:8	f638		rc://*/ta/man/translate/figs-rquestion	הֲ⁠בִ⁠נְהָרִים֙ חָרָ֣ה יְהוָ֔ה	1	The author is using this question as a way of emphasizing that Yahweh’s anger was not truly directed at the rivers. If you would not use a rhetorical question for this purpose in your language, you could translate this as a statement. Alternate translation: [It was not against the rivers that Yahweh burned.]
3:8	g55d		rc://*/ta/man/translate/figs-metaphor	חָרָ֣ה יְהוָ֔ה	1	The author is speaking of Yahweh as if he were a fire that **burned**. This image represents God’s anger. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [Yahweh was angry]
3:8	vjby		rc://*/ta/man/translate/figs-rquestion	אִ֤ם בַּ⁠נְּהָרִים֙ אַפֶּ֔⁠ךָ	1	The author is using this question as a way of restating the previous question for emphasis. If you would not use a rhetorical question for this purpose in your language, you could translate this as a statement. Alternate translation: [Neither was your anger against the rivers.]
3:8	f1qf		rc://*/ta/man/translate/figs-metonymy	אַפֶּ֔⁠ךָ	1	Here, **your nose** represents Yahweh’s anger. The word for nose in the source language is also the word for anger, since a person’s nostrils flare when they are angry. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [your anger]
3:8	up56		rc://*/ta/man/translate/figs-rquestion	אִם־בַּ⁠יָּ֖ם עֶבְרָתֶ֑⁠ךָ כִּ֤י תִרְכַּב֙ עַל־סוּסֶ֔י⁠ךָ מַרְכְּבֹתֶ֖י⁠ךָ יְשׁוּעָֽה	1	The author is using this question as a way of restating the previous questions for emphasis. If you would not use a rhetorical question for this purpose in your language, you could translate this as a statement. Alternate translation: [Neither was your fury against the sea, when you rode on your horses, your chariots of salvation.]
3:8	xvik		rc://*/ta/man/translate/figs-abstractnouns	אִם־בַּ⁠יָּ֖ם עֶבְרָתֶ֑⁠ךָ	1	If your language does not use an abstract noun for the idea of **fury**, you could express the same idea in another way. Alternate translation: [Or were you furious at the sea]
3:8	gxmu		rc://*/ta/man/translate/figs-metaphor	תִרְכַּב֙ עַל־סוּסֶ֔י⁠ךָ מַרְכְּבֹתֶ֖י⁠ךָ יְשׁוּעָֽה	1	The author is speaking of God as if he were a warrior who rode on horses and drove chariots. This image represents God coming in power to fight for his people. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [you came in great power to save your people]
3:8	f9ja		rc://*/ta/man/translate/figs-ellipsis	מַרְכְּבֹתֶ֖י⁠ךָ	1	Habakkuk is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [or on your chariots of]
3:8	fcl0		rc://*/ta/man/translate/figs-abstractnouns	מַרְכְּבֹתֶ֖י⁠ךָ יְשׁוּעָֽה	1	If your language does not use an abstract noun for the idea of **salvation**, you could express the same idea in another way. Alternate translation: [your chariots to save your people]
3:9	u79m		rc://*/ta/man/translate/figs-activepassive	עֶרְיָ֤ה תֵעוֹר֙ קַשְׁתֶּ֔⁠ךָ	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [You completely bared your bow] or [You made your bow ready for action]
3:9	ustl		rc://*/ta/man/translate/figs-metaphor	עֶרְיָ֤ה תֵעוֹר֙ קַשְׁתֶּ֔⁠ךָ	1	The author is speaking of God as if he were a warrior who readied a **bow** for battle. This image represents God preparing to act in power against his enemies. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [You prepared your weapons completely]
3:9	hhzj		rc://*/ta/man/translate/figs-metaphor	קַשְׁתֶּ֔⁠ךָ	1	Habakkuk is speaking of **Your bow** as the means by which Yahweh would shoot arrows of lightning. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [Your weapon for shooting lightning]
3:9	ghgj		rc://*/ta/man/translate/translate-textvariants	שְׁבֻע֥וֹת מַטּ֖וֹת אֹ֣מֶר	1	The meaning of this phrase is uncertain, and Bible scholars have understood it in different ways. Some read it as referring to God acting in fulfillment of the oaths he had sworn to the tribal leaders of Israel. Others understand it to mean that God readied his arrows for battle as he had vowed. If a translation of the Bible exists in your region, you may wish to follow its reading. If not, you could state the meaning plainly, as the UST does.
3:10	vsxt		rc://*/ta/man/translate/figs-personification	רָא֤וּ⁠ךָ יָחִ֨ילוּ֙ הָרִ֔ים	1	The author is speaking of **the mountains** as if they were a person who could see and writhe in pain. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [The mountains shook when you appeared]
3:10	fkq2		rc://*/ta/man/translate/figs-personification	נָתַ֤ן תְּהוֹם֙ קוֹל֔⁠וֹ	1	The author is speaking of **the deep** as if it were a person who could speak. The **voice** represents the loud sound of the waters. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [The deep waters sounded loud]
3:10	dv19		rc://*/ta/man/translate/figs-personification	ר֖וֹם יָדֵ֥י⁠הוּ נָשָֽׂא	1	The author is speaking of the deep waters as if they were a person who could lift **hands** on high. The raised hands represent the rising waves. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [its waves rose very high]
3:11	jxy4		rc://*/ta/man/translate/figs-personification	שֶׁ֥מֶשׁ יָרֵ֖חַ עָ֣מַד	1	Habakkuk is speaking of **the sun** and **moon** as if they were living things that could have **stood still**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [The sun and moon became stationary]
3:11	b7ir		rc://*/ta/man/translate/figs-metaphor	לְ⁠א֤וֹר חִצֶּ֨י⁠ךָ֙ יְהַלֵּ֔כוּ לְ⁠נֹ֖גַהּ בְּרַ֥ק חֲנִיתֶֽ⁠ךָ	1	Here Habakkuk is speaking of lightning as if it were **arrows** and a **spear** that God uses as weapons. If this image communicates well in your language, please use it. If not, you could express this as a comparison. Alternate translation: [at the flash of your lightning bolts as they streaked, at the gleam of your flashing lightning]
3:12	t0o3		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠זַ֖עַם תִּצְעַד־אָ֑רֶץ בְּ⁠אַ֖ף	1	If your language does not use abstract nouns for the ideas of **indignation** and **anger**, you could express the same ideas in other ways. Alternate translation: [Because you were indignant, you marched through the earth; because you were angry,]
3:12	z58w		rc://*/ta/man/translate/figs-metaphor	תָּד֥וּשׁ גּוֹיִֽם	1	Here Habakkuk is speaking of God’s destruction of the nations as if he were a farmer who **threshed** grain. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [you crushed the nations]
3:13	vq3w		rc://*/ta/man/translate/figs-parallelism	לְ⁠יֵ֣שַׁע עַמֶּ֔⁠ךָ לְ⁠יֵ֖שַׁע אֶת־מְשִׁיחֶ֑⁠ךָ	1	See how your translation team has decided to represent pairs of clauses in Hebrew poetry that mean basically the same thing. Alternate translation: [to save your people, that is, to save your chosen king]
3:13	qwhz		rc://*/ta/man/translate/figs-metaphor	מָחַ֤צְתָּ רֹּאשׁ֙ מִ⁠בֵּ֣ית רָשָׁ֔ע עָר֛וֹת יְס֥וֹד עַד־צַוָּ֖אר	1	Habakkuk is using two images together. He is speaking of the wicked person’s dynasty as if it were a **house** with a **foundation**, and he is speaking of God’s destruction of the leader as if it were an execution by beheading, **striking** the **head** and **laying bare** to the **neck**. Your language may have comparable expressions that you can use in your translation, or you could state the meaning plainly. Alternate translation: [destroyed the wicked leader and exposed all his followers]
3:13	poq2		rc://*/ta/man/translate/figs-nominaladj	רָשָׁ֔ע	1	Habakkuk is using the adjective **wicked** as a noun to mean a certain kind of person. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [of the wicked one]
3:14	b2qe		rc://*/ta/man/translate/writing-pronouns	בְ⁠מַטָּי⁠ו֙	1	The pronoun **his** refers to the enemy leader. It may be helpful to clarify this for your readers. Alternate translation: [with the enemy’s own staffs]
3:14	yu1p		rc://*/ta/man/translate/figs-metonymy	רֹ֣אשׁ פרז⁠ו	1	Here, **head** represents the leader of the warriors. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [the commander of his warriors]
3:14	ukys		rc://*/ta/man/translate/writing-pronouns	יִסְעֲר֖וּ	1	The pronoun **They** refers to the enemy warriors. It may be helpful to clarify this for your readers. Alternate translation: [The enemy warriors stormed]
3:14	u6xe		rc://*/ta/man/translate/figs-metaphor	יִסְעֲר֖וּ	1	Habakkuk is speaking of the enemy warriors’ attack as if they were a violent **storm**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [They rushed violently]
3:14	xv15		rc://*/ta/man/translate/figs-synecdoche	לַ⁠הֲפִיצֵ֑⁠נִי	1	Habakkuk is using himself, one person, to represent all of his people. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [to scatter us]
3:14	jbls		rc://*/ta/man/translate/grammar-connect-logic-goal	לַ⁠הֲפִיצֵ֑⁠נִי	1	Here, **to scatter me** marks scattering Habakkuk’s people as the goal or purpose of the enemy warriors storming. Use a connector in your language that makes it clear that this is the purpose. Alternate translation: [in order to scatter me]
3:14	n6md		rc://*/ta/man/translate/figs-abstractnouns	עֲלִ֣יצֻתָ֔⁠ם כְּמוֹ	1	If your language does not use an abstract noun for the idea of **exultation**, you could express the same idea in another way. Alternate translation: [they exulted as if]
3:14	r0cw		rc://*/ta/man/translate/figs-simile	כְּמוֹ־לֶ⁠אֱכֹ֥ל עָנִ֖י בַּ⁠מִּסְתָּֽר	1	The point of this comparison is that just as a wild animal devours helpless prey in hiding, so the enemy warriors eagerly attacked the helpless. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [was like those enjoy destroying helpless people privately]
3:14	t9c9		rc://*/ta/man/translate/figs-nominaladj	עָנִ֖י	1	Habakkuk is using the adjective **afflicted** as a noun to mean a certain kind of person. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [afflicted people]
3:15	ffo8		rc://*/ta/man/translate/figs-metaphor	דָּרַ֥כְתָּ בַ⁠יָּ֖ם סוּסֶ֑י⁠ךָ	1	Habakkuk is speaking of God as if God were a warrior riding **horses** through the **sea**. He is basing this image on the Israelites’ historic Red Sea crossing. The **horses** represent God’s power in battle and the **sea** represents God’s enemies. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [You triumphed over your enemies]
3:15	rq2y		rc://*/ta/man/translate/figs-ellipsis	חֹ֖מֶר מַ֥יִם רַבִּֽים	1	Habakkuk is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [you trod through the heap of great waters]
3:16	hth0		rc://*/ta/man/translate/figs-metaphor	וַ⁠תִּרְגַּ֣ז בִּטְנִ֗⁠י	1	Here Habakkuk is speaking of his inner emotional turmoil as if his **belly trembled**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and I was deeply shaken inside]
3:16	bqik		rc://*/ta/man/translate/figs-personification	יָב֥וֹא רָקָ֛ב בַּ⁠עֲצָמַ֖⁠י	1	Habakkuk is speaking of **Decay** as if it were a living thing that could **entered into** his **bones**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [My bones felt weak and rotten]
3:16	hvp6		rc://*/ta/man/translate/figs-abstractnouns	רָקָ֛ב	1	If your language does not use an abstract noun for the idea of **Decay**, you could express the same idea in another way. Alternate translation: [A feeling of rot]
3:16	f9c0		rc://*/ta/man/translate/grammar-connect-logic-contrast	אֲשֶׁ֤ר אָנ֨וּחַ֙ לְ⁠י֣וֹם צָרָ֔ה	1	Habakkuk uses the word **yet** here to indicate a contrast between his trembling and his quiet trust. Despite his overwhelming fear, he resolves to wait for God to act. In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [Even so, I will wait quietly for the day of distress]
3:16	nqug		rc://*/ta/man/translate/figs-idiom	לְ⁠י֣וֹם צָרָ֔ה	1	Habakkuk is using **the day of distress** to refer to the occasion when distress would come. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [for the time of distress]
3:16	g5sx		rc://*/ta/man/translate/figs-abstractnouns	צָרָ֔ה	1	If your language does not use an abstract noun for the idea of **distress**, you could express the same idea in another way. Alternate translation: [great trouble]
3:17	rzbd		rc://*/ta/man/translate/grammar-connect-logic-contrast	כִּֽי	1	Here Habakkuk uses the word **Though** to introduce a contrast. Despite the complete failure of crops and livestock described in this verse, Habakkuk will still rejoice in Yahweh (verse 18). Use a connector in your language that indicates a strong contrast between an undesirable situation and an unexpected response. Alternate translation: [Even though]
3:17	vn0q		rc://*/ta/man/translate/figs-personification	כִּחֵשׁ֙ מַעֲשֵׂה־זַ֔יִת	1	Habakkuk is speaking of **the work of the olive** as if it were a person who could be **deceptive**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [the olive tree has failed to produce a crop]
3:17	bic9		rc://*/ta/man/translate/figs-possession	מַעֲשֵׂה־זַ֔יִת	1	Habakkuk is using the possessive form to describe **the work** that is done by **the olive** tree, that is, the olives or oil that the olive tree produces. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [the crop from the olive tree]
3:17	bkh3		rc://*/ta/man/translate/figs-parallelism	גָּזַ֤ר מִ⁠מִּכְלָה֙ צֹ֔אן וְ⁠אֵ֥ין בָּקָ֖ר בָּ⁠רְפָתִֽים	1	See how your translation team has decided to represent pairs of clauses in Hebrew poetry that mean basically the same thing. Alternate translation: [and we have no domestic animals]
3:17	k5mm		rc://*/ta/man/translate/figs-activepassive	גָּזַ֤ר מִ⁠מִּכְלָה֙ צֹ֔אן	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [the sheep and goats vanish from their pens]
3:18	vply		rc://*/ta/man/translate/writing-pronouns	וַ⁠אֲנִ֖י בַּ⁠יהוָ֣ה אֶעְל֑וֹזָה	1	Habakkuk is stating the pronoun **I** separately and repeating it, even though the verb translated as **will exult** already includes this meaning. He is doing that to emphasize his personal commitment to joy in Yahweh despite the circumstances. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [Yet as for me, I will exult in Yahweh]
3:18	a00k		rc://*/ta/man/translate/figs-parallelism	בַּ⁠יהוָ֣ה אֶעְל֑וֹזָה אָגִ֖ילָה בֵּ⁠אלֹהֵ֥י יִשְׁעִֽ⁠י	1	See how your translation team has decided to represent pairs of clauses in Hebrew poetry that mean basically the same thing. Alternate translation: [I will greatly rejoice in Yahweh, God my Savior]
3:19	nwq9		rc://*/ta/man/translate/figs-metaphor	יְהוִ֤הּ אֲדֹנָ⁠י֙ חֵילִ֔⁠י	1	Here Habakkuk is speaking of **Yahweh the Lord** as if he were **strength** itself. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [Yahweh the Lord strengthens me]
