Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:21	pg4e		rc://*/ta/man/translate/figs-merism	נַ֣עַר וְ⁠זָקֵ֔ן	1	The writer is referring to people of every age by naming two extremes, **Young** and **old**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [People of all ages]
2:21	gf7o		rc://*/ta/man/translate/figs-merism	בְּתוּלֹתַ֥⁠י וּ⁠בַחוּרַ֖⁠י	1	Jeremiah is referring to all the young people of the community by naming both groups, **my young women** and **my young men**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [All the young among my people]
2:21	fjjl		rc://*/ta/man/translate/figs-idiom	נָפְל֣וּ בֶ⁠חָ֑רֶב	1	The expression **have fallen by the sword** was a common expression meaning to be killed in battle. If this phrase does not have that meaning for your readers, you could use an equivalent expression or state the meaning plainly. Alternate translation: [have been killed in battle]
2:21	qg3q		rc://*/ta/man/translate/figs-metonymy	בְּ⁠י֣וֹם אַפֶּ֔⁠ךָ	1	The writer is using the expression **on the day of your anger** to refer to the specific time when God executed judgment. If it would be helpful to your readers, you could use an equivalent expression or state the meaning plainly. Alternate translation: [when you were angry and judged us]
2:21	cds5		rc://*/ta/man/translate/figs-abstractnouns	חָמָֽלְתָּ	1	If your language does not use an abstract noun for the idea of **compassion**, you could express the same idea in another way. See how you translated this phrase in [2:17]. Alternate translation: [spared anyone]
2:22	pyh2		rc://*/ta/man/translate/figs-simile	תִּקְרָא֩ כְ⁠י֨וֹם מוֹעֵ֤ד מְגוּרַ⁠י֙ מִ⁠סָּבִ֔יב	1	The point of this comparison is that just as guests are invited to **an appointed festival**, so has God **summoned** numerous **terrors from all around**. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [You have invited terrors to attack me from all around, as if calling guests to a festival]
2:22	vost		rc://*/ta/man/translate/figs-abstractnouns	מְגוּרַ⁠י֙ מִ⁠סָּבִ֔יב	1	If your language does not use an abstract noun for the idea of **terrors**, you could express the same idea in another way. Alternate translation: [enemies who terrify me from every side]
2:22	ore3		rc://*/ta/man/translate/figs-metonymy	בְּ⁠י֥וֹם אַף־יְהוָ֖ה	1	The writer is using the expression **the day of the anger of Yahweh** to refer to the time of divine judgment. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [when Yahweh was angry and executed his judgment]
2:22	sewq		rc://*/ta/man/translate/figs-doublet	פָּלִ֣יט וְ⁠שָׂרִ֑יד	1	The terms **an escapee** and **a survivor** mean similar things. The writer is using the two terms together to emphasize that absolutely no one got away. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [any one at all who escaped]
2:22	sl1b		rc://*/ta/man/translate/figs-doublet	אֲשֶׁר־טִפַּ֥חְתִּי וְ⁠רִבִּ֖יתִי	1	The terms **carried** and **multiplied** are paired to express the full cycle of motherhood, both bearing and nurturing children. The writer speaks as a mother figure who carried and raised these people. If it would be clearer for your readers, you could express this with a single phrase. Alternate translation: [All those whom I lovingly reared]
2:22	m66t		rc://*/ta/man/translate/figs-metaphor	אֹיְבִ֥⁠י כִלָּֽ⁠ם	1	The writer is speaking of the enemy’s total destruction of the people as if the enemy had **consumed** them like food. Your language may have a comparable expression you can use in your translation, or you could state the meaning plainly. Alternate translation: [my enemy has completely destroyed them]
3:intro	ac85				0	# Lamentations 3 Chapter Introduction\n\n## Structure and Formatting\n\nThis individual lament uses a triple acrostic: each Hebrew letter governs three verses (66 total), far more elaborate than the book’s other poems. It moves from sustained suffering to hope in Yahweh’s faithfulness, then to communal lament.\n\n## Religious and Cultural Concepts in This Chapter\n\n### Covenant faithfulness\n\nVerses 22–23 form the theological center of the book, declaring that Yahweh’s covenant faithfulness never ends and is renewed each morning. Translators should use a consistent term for this concept throughout Lamentations.
3:1	ip7v		rc://*/ta/man/translate/figs-abstractnouns	עֳנִ֔י	1	If your language does not use an abstract noun for the idea of **affliction**, you could express the same idea in another way. Alternate translation: [how he has afflicted me]
3:1	sdei		rc://*/ta/man/translate/figs-metaphor	רָאָ֣ה עֳנִ֔י	1	The writer is speaking of the experience of **affliction** as if it were something he could see. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [experiencing affliction] or [suffering affliction]
3:1	sk15		rc://*/ta/man/translate/figs-metaphor	בְּ⁠שֵׁ֖בֶט עֶבְרָתֽ⁠וֹ	1	Here the writer is speaking of God’s punishment as if it were a **rod** used to strike someone. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [by his angry punishment]
3:1	e03x		rc://*/ta/man/translate/writing-pronouns	עֶבְרָתֽ⁠וֹ	1	The pronoun **his** refers to God. It may be helpful to clarify this for your readers. Alternate translation: [God’s wrath]
3:1	l1h7		rc://*/ta/man/translate/figs-abstractnouns	עֶבְרָתֽ⁠וֹ	1	If your language does not use an abstract noun for the idea of **wrath**, you could express the same idea in another way. Alternate translation: [his wrathful punishment]
3:2	nlby		rc://*/ta/man/translate/writing-pronouns	אוֹתִ֥⁠י נָהַ֛ג	1	The pronoun **He** refers to God. It may be helpful to clarify this for your readers. Alternate translation: [God drove me]
3:2	sdkl		rc://*/ta/man/translate/figs-metaphor	חֹ֥שֶׁךְ וְ⁠לֹא־אֽוֹר	1	Here the writer is speaking of suffering as if it were **darkness** and of well-being as if it were **light**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [in suffering and not relief]
3:3	lbc8		rc://*/ta/man/translate/figs-metonymy	יַהֲפֹ֥ךְ יָד֖⁠וֹ	1	Here, **his hand** represents God’s power and action. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [he directs his power against me]
3:3	tspo		rc://*/ta/man/translate/figs-hyperbole	כָּל־הַ⁠יּֽוֹם	1	The writer is saying **all the day** as a generalization for emphasis. If it would be clearer in your language, you could express the emphasis in a different way. Alternate translation: [continually]
3:4	op09		rc://*/ta/man/translate/figs-doublet	בְשָׂרִ⁠י֙ וְ⁠עוֹרִ֔⁠י	1	The terms **my flesh** and **my skin** mean similar things. The writer is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [my whole body]
3:5	aw7q		rc://*/ta/man/translate/figs-metaphor	בָּנָ֥ה עָלַ֛⁠י וַ⁠יַּקַּ֖ף	1	Here the writer is speaking of God’s opposition as if God built siege works **against** him and **surrounded** him like an army besieging a city. Your language may have comparable expressions that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He set himself against me and hemmed me in]
3:5	fyps		rc://*/ta/man/translate/figs-doublet	רֹ֥אשׁ וּ⁠תְלָאָֽה	1	The terms **poison** and **hardship** mean similar things. The writer is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [with bitter suffering]
3:6	d8ww		rc://*/ta/man/translate/figs-metaphor	בְּ⁠מַחֲשַׁכִּ֥ים הוֹשִׁיבַ֖⁠נִי	1	Here the writer is speaking as if God had placed him in **dark places**, the realm where the forgotten dead dwell without hope. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He has made me dwell in a place of utter despair]
3:6	wnjm		rc://*/ta/man/translate/figs-simile	כְּ⁠מֵתֵ֥י עוֹלָֽם	1	The point of this comparison is that just as **the dead of long ago** are forgotten and have no hope, so the writer feels completely hopeless, as though no one remembers him. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [as if I were among those who have been dead and forgotten for a long time]
3:7	o4zh		rc://*/ta/man/translate/figs-explicit	גָּדַ֧ר בַּעֲדִ֛⁠י וְ⁠לֹ֥א אֵצֵ֖א	1	By **He walled me in, and I cannot go out**, the writer means that God caused him to be imprisoned so that he could not leave (see Jeremiah 37:15–16). You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [He caused me to be confined so that I cannot escape]
3:7	z8go		rc://*/ta/man/translate/figs-explicit	הִכְבִּ֥יד נְחָשְׁתִּֽ⁠י	1	By **he made my chains heavy**, the writer means that God caused him to be bound in heavy chains (see Jeremiah 40:1). You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [he caused me to be bound with heavy chains]
3:8	yhdu		rc://*/ta/man/translate/figs-doublet	אֶזְעַק֙ וַ⁠אֲשַׁוֵּ֔עַ	1	The terms **I cry out** and **call for help** mean similar things. The writer is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [I desperately plead for help]
3:8	hz1h		rc://*/ta/man/translate/figs-metaphor	שָׂתַ֖ם תְּפִלָּתִֽ⁠י	1	Here the writer is speaking of his **prayer** as if it were a physical object that God **shuts out** or blocks. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [he refuses to hear my plea]
3:9	apik		rc://*/ta/man/translate/figs-metaphor	גָּדַ֤ר דְּרָכַ⁠י֙ בְּ⁠גָזִ֔ית	1	Here the writer is speaking of his life direction as if it were a way or path, and of God blocking his progress as if God had **walled up** those **ways** with **hewn stone**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [He has blocked every direction I try to go with solid obstacles]
3:9	y8vt		rc://*/ta/man/translate/figs-metaphor	נְתִיבֹתַ֖⁠י עִוָּֽה	1	Here the writer is speaking of his life direction as if it were **paths**, and of God confusing his plans as if God had made those paths **crooked**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [he has confused every direction I try to go]
3:9	re3x		rc://*/ta/man/translate/figs-parallelism	גָּדַ֤ר דְּרָכַ⁠י֙ בְּ⁠גָזִ֔ית נְתִיבֹתַ֖⁠י עִוָּֽה	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [He has thoroughly blocked every path I try to take]
3:10	grtt		rc://*/ta/man/translate/figs-metaphor	דֹּ֣ב אֹרֵ֥ב הוּא֙ לִ֔⁠י	1	Here the writer is speaking of God as if he were **a bear lying in ambush**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He waits to attack me like a bear]
3:10	slcx		rc://*/ta/man/translate/figs-parallelism	דֹּ֣ב אֹרֵ֥ב הוּא֙ לִ֔⁠י אריה בְּ⁠מִסְתָּרִֽים	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [He lies in wait to attack me like a dangerous wild animal]
3:10	i30p		rc://*/ta/man/translate/figs-metaphor	אריה בְּ⁠מִסְתָּרִֽים	1	Here the writer is speaking of God as if he were **a lion in hiding places**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [like a lion hiding and waiting to pounce]
3:10	slkm		rc://*/ta/man/translate/figs-ellipsis	אריה בְּ⁠מִסְתָּרִֽים	1	The writer is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [he is like a lion waiting to attack me in hiding places]
3:11	ja1i		rc://*/ta/man/translate/figs-metaphor	דְּרָכַ֥⁠י סוֹרֵ֛ר	1	Here the writer is speaking of his life as if it were paths or **ways** that God **turned aside**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [He diverted my course]
3:12	ixry		rc://*/ta/man/translate/figs-metaphor	דָּרַ֤ךְ קַשְׁת⁠וֹ֙ וַ⁠יַּצִּיבֵ֔⁠נִי	1	Here the writer is speaking of God as if he were an archer who **bent his bow** and aimed at him as a target. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He prepared to attack me and made me]
3:12	wgs8		rc://*/ta/man/translate/figs-simile	כַּ⁠מַּטָּרָ֖א לַ⁠חֵֽץ	1	The point of this comparison is that just as a **target** is set up to be struck by arrows, so God has set the writer up to receive his arrows of affliction. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [as something to be struck by the arrow]
3:13	dvol		rc://*/ta/man/translate/figs-metaphor	הֵבִיא֙ בְּ⁠כִלְיוֹתָ֔⁠י	1	Here the writer is speaking of God’s affliction as if God were an archer whose arrows pierced his **kidneys**, representing deep inner pain. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He shot deep into my body]
3:13	zz8p		rc://*/ta/man/translate/figs-metaphor	בְּנֵ֖י אַשְׁפָּתֽ⁠וֹ	1	The writer is speaking of the arrows as if they were **sons of his quiver**. If your language has a comparable expression, you can use it. If not, you could state the meaning plainly. Alternate translation: [the arrows from his quiver]
3:14	sgzn		rc://*/ta/man/translate/figs-parallelism	הָיִ֤יתִי שְּׂחֹק֙ לְ⁠כָל־עַמִּ֔⁠י נְגִינָתָ֖⁠ם כָּל־הַ⁠יּֽוֹם	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [I have become a constant source of ridicule to my people]
3:14	uo5w		rc://*/ta/man/translate/figs-metaphor	הָיִ֤יתִי שְּׂחֹק֙ לְ⁠כָל־עַמִּ֔⁠י	1	Here the writer is speaking of becoming an object of ridicule as if he literally **became a laughingstock**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I became an object of mockery to all my people]
3:14	o01d		rc://*/ta/man/translate/figs-hyperbole	לְ⁠כָל־עַמִּ֔⁠י	1	The writer is saying **all my people** as a generalization for emphasis. If it would be clearer in your language, you could express the emphasis in a different way. Alternate translation: [to my people]
3:15	dguu		rc://*/ta/man/translate/figs-metaphor	הִשְׂבִּיעַ֥⁠נִי בַ⁠מְּרוֹרִ֖ים הִרְוַ֥⁠נִי לַעֲנָֽה	1	The writer is speaking of God imposing bitter suffering on him as if God had literally **filled** him **with bitter herbs** and **saturated** him **with wormwood**. Your language may have comparable expressions that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He has filled my life with bitter and overwhelming experiences]
3:15	lv1j		rc://*/ta/man/translate/figs-parallelism	הִשְׂבִּיעַ֥⁠נִי בַ⁠מְּרוֹרִ֖ים הִרְוַ֥⁠נִי לַעֲנָֽה	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [He has completely filled me with bitter suffering]
3:15	etb7		rc://*/ta/man/translate/translate-unknown	לַעֲנָֽה	1	Here, **wormwood** refers to a plant that tastes very bitter. If your readers would not be familiar with this plant, you could use the name of a bitter-tasting plant in your area, or you could use a more general term. Alternate translation: [with a bitter-tasting plant]
3:16	sz6v		rc://*/ta/man/translate/figs-metaphor	וַ⁠יַּגְרֵ֤ס בֶּֽ⁠חָצָץ֙ שִׁנָּ֔⁠י	1	Here the writer is speaking of his degrading humiliation as if God had literally made his **teeth grind on gravel**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He has humiliated me in a degrading way]
3:16	nh3x		rc://*/ta/man/translate/figs-metaphor	הִכְפִּישַׁ֖⁠נִי בָּ⁠אֵֽפֶר	1	The writer is speaking of being brought low in mourning and shame as if God had literally **pressed** him **down in the ashes**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [he has brought me low in shame]
3:17	guie		rc://*/ta/man/translate/figs-activepassive	וַ⁠תִּזְנַ֧ח מִ⁠שָּׁל֛וֹם נַפְשִׁ֖⁠י	1	The phrase **was deprived** is a passive verbal form. If it would be helpful to your readers, you could express this in active form or in another way that is natural in your language. Alternate translation: [God deprived my soul of peace] or [God deprived me of peace]
3:17	dvdd		rc://*/ta/man/translate/figs-abstractnouns	מִ⁠שָּׁל֛וֹם	1	If your language does not use an abstract noun for the idea of **peace**, you could express the same idea in another way. Alternate translation: [of anything peaceful]
3:17	rblc		rc://*/ta/man/translate/figs-abstractnouns	טוֹבָֽה	1	If your language does not use an abstract noun for the idea of **good**, you could express the same idea in another way. Alternate translation: [what is good]
3:18	t3tc		rc://*/ta/man/translate/figs-quotations	וָ⁠אֹמַר֙ אָבַ֣ד נִצְחִ֔⁠י וְ⁠תוֹחַלְתִּ֖⁠י מֵ⁠יְהוָֽה	1	If it would be helpful to your readers, you could translate this so that there is not a direct quotation but an indirect one. Alternate translation: [And I said that my endurance has perished, as has my hope from Yahweh]
3:18	tsik		rc://*/ta/man/translate/figs-metaphor	אָבַ֣ד נִצְחִ֔⁠י וְ⁠תוֹחַלְתִּ֖⁠י מֵ⁠יְהוָֽה	1	Here the writer is speaking of his **endurance** and **hope** as if they were living things that could **perish**. Your language may have comparable expressions that you can use in your translation, or you could state the meaning plainly. Alternate translation: [My ability to endure is gone and my expectation that Yahweh would help me]
3:18	zgqf		rc://*/ta/man/translate/figs-abstractnouns	נִצְחִ֔⁠י וְ⁠תוֹחַלְתִּ֖⁠י	1	If your language does not use abstract nouns for the ideas of **endurance** and **hope**, you could express the same ideas in other ways. Alternate translation: [My ability to endure … and my reason to hope]
3:19	i13p		rc://*/ta/man/translate/figs-imperative	זְכָר־עָנְיִ֥⁠י וּ⁠מְרוּדִ֖⁠י	1	The writer is using the imperative form **Remember** to make a request to God, but it communicates a polite request rather than a command. If the imperative does not communicate a polite request for your readers, then use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: [Please remember my affliction and my wandering]
3:19	zuvb		rc://*/ta/man/translate/figs-abstractnouns	זְכָר־עָנְיִ֥⁠י וּ⁠מְרוּדִ֖⁠י	1	If your language does not use abstract nouns for the ideas of **affliction** and **wandering**, you could express the same ideas in other ways. Alternate translation: [Remember how I have been afflicted and how I have wandered]
3:19	ofyq		rc://*/ta/man/translate/figs-doublet	עָנְיִ֥⁠י וּ⁠מְרוּדִ֖⁠י	1	The terms **my affliction** and **my wandering** mean similar things. The writer is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [my great distress]
3:19	x8wn		rc://*/ta/man/translate/figs-doublet	לַעֲנָ֥ה וָ⁠רֹֽאשׁ	1	The terms **the wormwood** and **the poison** mean similar things. The writer again is using the two terms together for emphasis and here also you could express the emphasis with a single phrase. Alternate translation: [the overwhelming bitterness]
3:19	uazz		rc://*/ta/man/translate/figs-metaphor	לַעֲנָ֥ה וָ⁠רֹֽאשׁ	1	Here the writer speaks of his bitter suffering as if it were **wormwood** and **poison** that he was forced to taste. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [the overwhelming bitterness of my experience]
3:20	y9pa		rc://*/ta/man/translate/figs-reduplication	זָכ֣וֹר תִּזְכּ֔וֹר	1	The writer is repeating forms of the verb **remembering, it remembers** in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [It certainly remembers]
3:20	r92s		rc://*/ta/man/translate/writing-pronouns	תִּזְכּ֔וֹר	1	The subject of the verb translated **it remembers** is ambiguous. This likely refers to the writer’s soul continuing to remember the suffering described in the previous verse. It may be helpful to clarify this for your readers. Alternate translation: [my soul remembers] or [I remember]
3:20	r2cn		rc://*/ta/man/translate/figs-personification	ו⁠תשיח עָלַ֖⁠י נַפְשִֽׁ⁠י	1	The writer speaks of his **soul** as if it were a person who **bows down**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and I am bowed down]
3:21	awqp		rc://*/ta/man/translate/figs-explicit	זֹ֛את אָשִׁ֥יב אֶל־לִבִּ֖⁠י	1	Here, **This** refers forward to what the writer is about to say, not back to what he has just described. Alternate translation: [This is what I recall]
3:21	f1pk		rc://*/ta/man/translate/figs-metaphor	אָשִׁ֥יב אֶל־לִבִּ֖⁠י	1	Here the **heart** represents where the writer’s thoughts and emotions exist. He is speaking of recalling something as if he were physically bringing it **back to** his **heart**. You may have a comparable expression in your language, or you could state the meaning plainly. Alternate translation: [I recall in my mind]
3:21	ommf		rc://*/ta/man/translate/grammar-connect-logic-result	עַל־כֵּ֥ן אוֹחִֽיל	1	The word translated as **therefore** indicates that what follows is a result of what the writer has just brought back to mind. Use a word or phrase that makes this relationship clear. Alternate translation: [and so I will hope]
3:22	p74r		rc://*/ta/man/translate/translate-textvariants	כִּ֣י לֹא־תָ֔מְנוּ	1	Many ancient manuscripts read **for we have not been consumed**, with the writer and the people as the subject. The ULT follows that reading. Other ancient manuscripts read “his steadfast love has not ceased,” with the steadfast love of Yahweh as the subject. If a translation of the Bible exists in your region, you may wish to use the reading that it uses. If a translation of the Bible does not exist in your region, you may wish to use the reading of the ULT.
3:22	btj3		rc://*/ta/man/translate/figs-abstractnouns	חַֽסְדֵ֤י יְהוָה֙ & רַחֲמָֽי⁠ו	1	If your language does not use abstract nouns for the ideas of **covenant faithfulness** and **compassions**, you could express the same ideas in other ways. Alternate translation: [Because Yahweh is faithful to his covenant … his compassionate actions continue and]
3:23	t6dd		rc://*/ta/man/translate/writing-pronouns	חֲדָשִׁים֙ לַ⁠בְּקָרִ֔ים	1	The pronoun **They** refers to “the compassionate actions” of Yahweh. It may be helpful to clarify this for your readers. Alternate translation: [His compassion renews every morning]
3:23	j6tf		rc://*/ta/man/translate/figs-abstractnouns	רַבָּ֖ה אֱמוּנָתֶֽ⁠ךָ	1	If your language does not use an abstract noun for the idea of **faithfulness**, you could express the same idea in another way. Alternate translation: [you are always faithful]
3:24	hqee		rc://*/ta/man/translate/figs-quotations	חֶלְקִ֤⁠י יְהוָה֙ אָמְרָ֣ה נַפְשִׁ֔⁠י	1	If it would be helpful to your readers, you could translate this so that there is not a direct quotation but an indirect one. Alternate translation: [I realized that Yahweh is all I need]
3:24	k2j2		rc://*/ta/man/translate/figs-metaphor	חֶלְקִ֤⁠י יְהוָה֙	1	Here the writer is speaking of Yahweh as if he were an inherited **portion** of land. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [Yahweh is like my inheritance]
3:24	fp2v		rc://*/ta/man/translate/figs-metonymy	אָמְרָ֣ה נַפְשִׁ֔⁠י	1	Here, **my soul** represents the writer himself from the perspective of his inner being. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [I said to myself]
3:24	d4cx		rc://*/ta/man/translate/grammar-connect-logic-result	עַל־כֵּ֖ן אוֹחִ֥יל לֽ⁠וֹ	1	The word **therefore** here indicates that what follows is a result of Yahweh being his portion. If it would be helpful in your language, you could use a word or phrase that makes this relationship clear. Alternate translation: [and so I will hope in him]
3:25	nwd4		rc://*/ta/man/translate/figs-metonymy	לְ⁠נֶ֖פֶשׁ תִּדְרְשֶֽׁ⁠נּוּ	1	Here, **the soul** represents the person who seeks God. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [to the person who seeks him]
3:26	j8gb		rc://*/ta/man/translate/figs-abstractnouns	לִ⁠תְשׁוּעַ֖ת	1	If your language does not use an abstract noun for the idea of **salvation**, you could express the same idea in another way. Alternate translation: [for the saving act of]
3:27	tcux		rc://*/ta/man/translate/figs-gendernotations	לַ⁠גֶּ֔בֶר	1	Here the masculine term **man** has a generic sense that includes both men and women. If it would be helpful to your readers, you could use language in your translation that is clearly inclusive of both men and women. Alternate translation: [for anyone]
3:27	g2kr		rc://*/ta/man/translate/figs-metaphor	כִּֽי־יִשָּׂ֥א עֹ֖ל בִּ⁠נְעוּרָֽי⁠ו	1	Here the writer is speaking of discipline and suffering as if they were a **yoke** placed on a person’s shoulders. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [if he endures discipline in his youth]
3:27	nqtu		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	כִּֽי־יִשָּׂ֥א עֹ֖ל בִּ⁠נְעוּרָֽי⁠ו	1	Here, **that he bears a yoke in his youth** introduces a possible condition. It is good for a man only if this happens. Use a natural form in your language for introducing a condition that could happen. Alternate translation: [when he bears a yoke in his youth]
3:28	qhdj		rc://*/ta/man/translate/figs-imperative3p	יֵשֵׁ֤ב בָּדָד֙ וְ⁠יִדֹּ֔ם	1	The writer is using the third-person imperative form **Let him sit** to give instruction about what a person should do. See the discussion in the introduction to this book about “let” and “may” and follow the decision of your team here and elsewhere in this lament. If it would be helpful in your language, you could express this with a different form that communicates instruction or exhortation. Alternate translation: [He should sit alone and be silent] or [I desire that he sit alone and be silent]
3:28	sk0l		rc://*/ta/man/translate/writing-pronouns	נָטַ֖ל עָלָֽי⁠ו	1	The pronoun **he** in **he has laid** refers to God, while the pronoun **him** refers to the suffering person. It may be helpful to clarify this for your readers. Alternate translation: [God has laid it upon him]
3:29	fsde		rc://*/ta/man/translate/translate-symaction	יִתֵּ֤ן בֶּֽ⁠עָפָר֙ פִּ֔י⁠הוּ	1	In the writer’s culture, putting one’s **mouth in the dust** was a symbolic action that signified extreme humility and submission before God. If it would be helpful in your language, you could explain the significance of this action in the text of your translation or in a footnote. Alternate translation: [Let him humble himself completely before God]
3:29	fwl1		rc://*/ta/man/translate/figs-abstractnouns	תִּקְוָֽה	1	If your language does not use an abstract noun for the idea of **hope**, you could express the same idea in another way. Alternate translation: [something to hope for]
3:30	ehaa		rc://*/ta/man/translate/translate-symaction	יִתֵּ֧ן לְ⁠מַכֵּ֛⁠הוּ לֶ֖חִי	1	In the writer’s culture, giving one’s **cheek to the one striking him** was a symbolic action that signified patient acceptance of suffering and willingness to endure insult without retaliation. If it would be helpful in your language, you could explain the significance of this action in the text of your translation or in a footnote. Alternate translation: [Let him patiently accept the blows of the one who strikes him]
3:30	imji		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠חֶרְפָּֽה	1	If your language does not use an abstract noun for the idea of **reproach**, you could express the same idea in another way. Alternate translation: [with insults]
3:31	a1ip		rc://*/ta/man/translate/grammar-connect-logic-result	כִּ֣י לֹ֥א יִזְנַ֛ח לְ⁠עוֹלָ֖ם אֲדֹנָֽ⁠י	1	The word **For** here indicates that what follows is the reason for the exhortation in the preceding verses. Use a word or phrase in your language that makes it clear that what follows is the reason for what came before. Alternate translation: [The reason is that the Lord will not reject forever]
3:32	ockz		rc://*/ta/man/translate/grammar-connect-logic-contrast	כִּ֣י אִם־הוֹגָ֔ה וְ⁠רִחַ֖ם	1	The words **For though** introduce a contrast between what God does temporarily and what he will do ultimately. In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [Even though he causes grief, he will still have compassion]
3:32	vv12		rc://*/ta/man/translate/figs-abstractnouns	אִם־הוֹגָ֔ה וְ⁠רִחַ֖ם כְּ⁠רֹ֥ב חסד⁠ו	1	If your language does not use abstract nouns for the ideas of **grief**, **compassion**, and **covenant faithfulness**, you could express the same ideas in other ways. Alternate translation: [even though he grieves people, he will show them that he is compassionate because he is faithful to his covenant]
3:33	s022		rc://*/ta/man/translate/figs-metaphor	לֹ֤א עִנָּה֙ מִ⁠לִּבּ֔⁠וֹ	1	Here the **heart** represents God’s true desire and will. The writer is saying that God does not afflict people because he desires to do so. You may have a comparable expression in your language, or you could state the meaning plainly. Alternate translation: [he does not willingly afflict]
3:33	vlsb		rc://*/ta/man/translate/figs-gendernotations	בְנֵי־אִֽישׁ	1	Although the writer uses the masculine term **the sons of man**, he means this to apply to people in general, both men and women. If it would be helpful in your language, you could include language that is clearly inclusive of both men and women. Alternate translation: [people]
3:34	hqv1		rc://*/ta/man/translate/figs-infostructure	לְ⁠דַכֵּא֙ תַּ֣חַת רַגְלָ֔י⁠ו כֹּ֖ל אֲסִ֥ירֵי אָֽרֶץ	1	The infinitive phrases in this verse and the following verses list actions that precede the main statement in verse 36. If it would be helpful in your language, you could restructure this so that the relationship between these actions and the main statement is clear. Alternate translation: [When anyone crushes under his feet all the prisoners of the earth]
3:34	f30b		rc://*/ta/man/translate/figs-metonymy	תַּ֣חַת רַגְלָ֔י⁠ו	1	Here, **under his feet** represents dominion and oppressive power. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [under his authority]
